#x;y;rot;heading;speed;rrot;x';y';heading'
111.095;404.533;12.960;46.548;1;20;111.821;405.221;46.764
111.821;405.221;12.990;46.764;1;20;112.549;405.906;46.980
112.549;405.906;13.020;46.980;1;20;113.280;406.588;47.197
113.280;406.588;13.050;47.197;1;20;114.014;407.268;47.415
114.014;407.268;13.080;47.415;1;20;114.750;407.944;47.633
114.750;407.944;13.110;47.633;1;20;115.489;408.618;47.851
115.489;408.618;13.140;47.851;1;20;116.231;409.289;48.070
116.231;409.289;13.170;48.070;1;20;116.975;409.958;48.290
116.975;409.958;13.200;48.290;1;20;117.721;410.623;48.510
117.721;410.623;13.230;48.510;1;20;118.470;411.285;48.730
118.470;411.285;13.260;48.730;1;20;119.222;411.945;48.951
119.222;411.945;13.290;48.951;1;20;119.976;412.602;49.173
119.976;412.602;13.320;49.173;1;20;120.733;413.255;49.395
120.733;413.255;13.350;49.395;1;20;121.492;413.906;49.617
121.492;413.906;13.380;49.617;1;20;122.254;414.554;49.840
122.254;414.554;13.410;49.840;1;20;123.018;415.199;50.064
123.018;415.199;13.440;50.064;1;20;123.785;415.841;50.288
123.785;415.841;13.470;50.288;1;20;124.554;416.480;50.512
124.554;416.480;13.500;50.512;1;20;125.326;417.116;50.737
125.326;417.116;13.530;50.737;1;20;126.100;417.749;50.963
126.100;417.749;13.560;50.963;1;20;126.877;418.379;51.189
126.877;418.379;13.590;51.189;1;20;127.656;419.005;51.415
127.656;419.005;13.620;51.415;1;20;128.438;419.629;51.642
128.438;419.629;13.650;51.642;1;20;129.222;420.250;51.870
129.222;420.250;13.680;51.870;1;20;130.008;420.867;52.098
130.008;420.867;13.710;52.098;1;20;130.797;421.481;52.326
130.797;421.481;13.740;52.326;1;20;131.589;422.092;52.555
131.589;422.092;13.770;52.555;1;20;132.383;422.700;52.785
132.383;422.700;13.800;52.785;1;20;133.179;423.305;53.015
133.179;423.305;13.830;53.015;1;20;133.978;423.907;53.245
133.978;423.907;13.860;53.245;1;20;134.779;424.505;53.476
134.779;424.505;13.890;53.476;1;20;135.583;425.100;53.708
135.583;425.100;13.920;53.708;1;20;136.389;425.692;53.940
136.389;425.692;13.950;53.940;1;20;137.197;426.281;54.172
137.197;426.281;13.980;54.172;1;20;138.008;426.866;54.405
138.008;426.866;14.010;54.405;1;20;138.821;427.448;54.639
138.821;427.448;14.040;54.639;1;20;139.637;428.027;54.873
139.637;428.027;14.070;54.873;1;20;140.455;428.602;55.107
140.455;428.602;14.100;55.107;1;20;141.275;429.174;55.342
141.275;429.174;14.130;55.342;1;20;142.097;429.743;55.578
142.097;429.743;14.160;55.578;1;20;142.922;430.308;55.814
142.922;430.308;14.190;55.814;1;20;143.750;430.870;56.050
143.750;430.870;14.220;56.050;1;20;144.579;431.429;56.287
144.579;431.429;14.250;56.287;1;20;145.411;431.984;56.525
145.411;431.984;14.280;56.525;1;20;146.245;432.535;56.763
146.245;432.535;14.310;56.763;1;20;147.081;433.083;57.001
147.081;433.083;14.340;57.001;1;20;147.920;433.628;57.240
147.920;433.628;14.370;57.240;1;20;148.761;434.169;57.480
148.761;434.169;14.400;57.480;1;20;149.604;434.707;57.720
149.604;434.707;14.430;57.720;1;20;150.450;435.241;57.960
150.450;435.241;14.460;57.960;1;20;151.297;435.771;58.201
151.297;435.771;14.490;58.201;1;20;152.147;436.298;58.443
152.147;436.298;14.520;58.443;1;20;152.999;436.822;58.685
152.999;436.822;14.550;58.685;1;20;153.854;437.341;58.927
153.854;437.341;14.580;58.927;1;20;154.710;437.858;59.170
154.710;437.858;14.610;59.170;1;20;155.569;438.370;59.414
155.569;438.370;14.640;59.414;1;20;156.430;438.879;59.658
156.430;438.879;14.670;59.658;1;20;157.293;439.384;59.902
157.293;439.384;14.700;59.902;1;20;158.158;439.885;60.147
158.158;439.885;14.730;60.147;1;20;159.025;440.383;60.393
159.025;440.383;14.760;60.393;1;20;159.895;440.877;60.639
159.895;440.877;14.790;60.639;1;20;160.766;441.368;60.885
160.766;441.368;14.820;60.885;1;20;161.640;441.854;61.132
161.640;441.854;14.850;61.132;1;20;162.516;442.337;61.380
162.516;442.337;14.880;61.380;1;20;163.394;442.816;61.628
163.394;442.816;14.910;61.628;1;20;164.273;443.291;61.876
164.273;443.291;14.940;61.876;1;20;165.155;443.763;62.125
165.155;443.763;14.970;62.125;1;20;166.039;444.230;62.375
166.039;444.230;15.000;62.375;1;20;166.925;444.694;62.625
166.925;444.694;15.030;62.625;1;-20;167.813;445.154;62.875
167.813;445.154;15.000;62.875;1;-20;168.703;445.609;63.125
168.703;445.609;14.970;63.125;1;-20;169.595;446.062;63.375
169.595;446.062;14.940;63.375;1;-20;170.489;446.510;63.624
170.489;446.510;14.910;63.624;1;-20;171.385;446.954;63.872
171.385;446.954;14.880;63.872;1;-20;172.283;447.394;64.120
172.283;447.394;14.850;64.120;1;-20;173.183;447.831;64.368
173.183;447.831;14.820;64.368;1;-20;174.084;448.263;64.615
174.084;448.263;14.790;64.615;1;-20;174.988;448.692;64.861
174.988;448.692;14.760;64.861;1;-20;175.893;449.117;65.107
175.893;449.117;14.730;65.107;1;-20;176.800;449.538;65.353
176.800;449.538;14.700;65.353;1;-20;177.709;449.955;65.598
177.709;449.955;14.670;65.598;1;-20;178.620;450.368;65.842
178.620;450.368;14.640;65.842;1;-20;179.532;450.777;66.086
179.532;450.777;14.610;66.086;1;-20;180.446;451.183;66.330
180.446;451.183;14.580;66.330;1;-20;181.362;451.584;66.573
181.362;451.584;14.550;66.573;1;-20;182.280;451.982;66.815
182.280;451.982;14.520;66.815;1;-20;183.199;452.375;67.057
183.199;452.375;14.490;67.057;1;-20;184.120;452.765;67.299
184.120;452.765;14.460;67.299;1;-20;185.042;453.151;67.540
185.042;453.151;14.430;67.540;1;-20;185.967;453.533;67.780
185.967;453.533;14.400;67.780;1;-20;186.892;453.911;68.020
186.892;453.911;14.370;68.020;1;-20;187.820;454.285;68.260
187.820;454.285;14.340;68.260;1;-20;188.748;454.656;68.499
188.748;454.656;14.310;68.499;1;-20;189.679;455.022;68.737
189.679;455.022;14.280;68.737;1;-20;190.611;455.385;68.975
190.611;455.385;14.250;68.975;1;-20;191.544;455.744;69.213
191.544;455.744;14.220;69.213;1;-20;192.479;456.099;69.450
192.479;456.099;14.190;69.450;1;-20;193.416;456.450;69.686
193.416;456.450;14.160;69.686;1;-20;194.353;456.797;69.922
194.353;456.797;14.130;69.922;1;-20;195.293;457.140;70.158
195.293;457.140;14.100;70.158;1;-20;196.233;457.480;70.393
196.233;457.480;14.070;70.393;1;-20;197.175;457.815;70.627
197.175;457.815;14.040;70.627;1;-20;198.119;458.147;70.861
198.119;458.147;14.010;70.861;1;-20;199.063;458.475;71.095
199.063;458.475;13.980;71.095;1;-20;200.009;458.799;71.328
200.009;458.799;13.950;71.328;1;-20;200.957;459.119;71.560
200.957;459.119;13.920;71.560;1;-20;201.905;459.435;71.792
201.905;459.435;13.890;71.792;1;-20;202.855;459.748;72.024
202.855;459.748;13.860;72.024;1;-20;203.807;460.056;72.255
203.807;460.056;13.830;72.255;1;-20;204.759;460.361;72.485
204.759;460.361;13.800;72.485;1;-20;205.713;460.662;72.715
205.713;460.662;13.770;72.715;1;-20;206.667;460.959;72.945
206.667;460.959;13.740;72.945;1;-20;207.623;461.252;73.174
207.623;461.252;13.710;73.174;1;-20;208.581;461.542;73.402
208.581;461.542;13.680;73.402;1;-20;209.539;461.828;73.630
209.539;461.828;13.650;73.630;1;-20;210.498;462.109;73.858
210.498;462.109;13.620;73.858;1;-20;211.459;462.387;74.085
211.459;462.387;13.590;74.085;1;-20;212.421;462.662;74.311
212.421;462.662;13.560;74.311;1;-20;213.383;462.932;74.537
213.383;462.932;13.530;74.537;1;-20;214.347;463.199;74.763
214.347;463.199;13.500;74.763;1;-20;215.312;463.461;74.988
215.312;463.461;13.470;74.988;1;-20;216.278;463.720;75.212
216.278;463.720;13.440;75.212;1;-20;217.245;463.976;75.436
217.245;463.976;13.410;75.436;1;-20;218.213;464.227;75.660
218.213;464.227;13.380;75.660;1;-20;219.182;464.475;75.883
219.182;464.475;13.350;75.883;1;-20;220.151;464.719;76.105
220.151;464.719;13.320;76.105;1;-20;221.122;464.959;76.327
221.122;464.959;13.290;76.327;1;-20;222.094;465.195;76.549
222.094;465.195;13.260;76.549;1;-20;223.066;465.428;76.770
223.066;465.428;13.230;76.770;1;-20;224.040;465.657;76.990
224.040;465.657;13.200;76.990;1;-20;225.014;465.882;77.210
225.014;465.882;13.170;77.210;1;-20;225.989;466.103;77.430
225.989;466.103;13.140;77.430;1;-20;226.965;466.321;77.649
226.965;466.321;13.110;77.649;1;-20;227.942;466.535;77.867
227.942;466.535;13.080;77.867;1;-20;228.920;466.745;78.085
228.920;466.745;13.050;78.085;1;-20;229.898;466.951;78.303
229.898;466.951;13.020;78.303;1;-20;230.878;467.154;78.520
230.878;467.154;12.990;78.520;1;-20;231.858;467.353;78.736
231.858;467.353;12.960;78.736;1;-20;232.838;467.548;78.952
232.838;467.548;12.930;78.952;1;-20;233.820;467.740;79.168
233.820;467.740;12.900;79.168;1;-20;234.802;467.928;79.383
234.802;467.928;12.870;79.383;1;-20;235.785;468.112;79.597
235.785;468.112;12.840;79.597;1;-20;236.768;468.293;79.811
236.768;468.293;12.810;79.811;1;-20;237.753;468.470;80.025
237.753;468.470;12.780;80.025;1;-20;238.737;468.643;80.238
238.737;468.643;12.750;80.238;1;-20;239.723;468.812;80.450
239.723;468.812;12.720;80.450;1;-20;240.709;468.978;80.662
240.709;468.978;12.690;80.662;1;-20;241.696;469.141;80.874
241.696;469.141;12.660;80.874;1;-20;242.683;469.299;81.085
242.683;469.299;12.630;81.085;1;-20;243.671;469.454;81.295
243.671;469.454;12.600;81.295;1;-20;244.660;469.605;81.505
244.660;469.605;12.570;81.505;1;-20;245.649;469.753;81.715
245.649;469.753;12.540;81.715;1;-20;246.638;469.897;81.924
246.638;469.897;12.510;81.924;1;-20;247.628;470.038;82.132
247.628;470.038;12.480;82.132;1;-20;248.619;470.175;82.340
248.619;470.175;12.450;82.340;1;-20;249.610;470.308;82.548
249.610;470.308;12.420;82.548;1;-20;250.602;470.438;82.755
250.602;470.438;12.390;82.755;1;-20;251.594;470.564;82.961
251.594;470.564;12.360;82.961;1;-20;252.586;470.686;83.167
252.586;470.686;12.330;83.167;1;-20;253.579;470.805;83.373
253.579;470.805;12.300;83.373;1;-20;254.572;470.921;83.578
254.572;470.921;12.270;83.578;1;-20;255.566;471.032;83.782
255.566;471.032;12.240;83.782;1;-20;256.560;471.141;83.986
256.560;471.141;12.210;83.986;1;-20;257.555;471.246;84.190
257.555;471.246;12.180;84.190;1;-20;258.549;471.347;84.393
258.549;471.347;12.150;84.393;1;-20;259.545;471.444;84.595
259.545;471.444;12.120;84.595;1;-20;260.540;471.539;84.797
260.540;471.539;12.090;84.797;1;-20;261.536;471.629;84.999
261.536;471.629;12.060;84.999;1;-20;262.532;471.717;85.200
262.532;471.717;12.030;85.200;1;-20;263.529;471.800;85.400
263.529;471.800;12.000;85.400;1;-20;264.526;471.880;85.600
264.526;471.880;11.970;85.600;1;-20;265.523;471.957;85.800
265.523;471.957;11.940;85.800;1;-20;266.520;472.030;85.999
266.520;472.030;11.910;85.999;1;-20;267.517;472.100;86.197
267.517;472.100;11.880;86.197;1;-20;268.515;472.166;86.395
268.515;472.166;11.850;86.395;1;-20;269.513;472.229;86.593
269.513;472.229;11.820;86.593;1;-20;270.512;472.289;86.790
270.512;472.289;11.790;86.790;1;-20;271.510;472.345;86.986
271.510;472.345;11.760;86.986;1;-20;272.509;472.397;87.182
272.509;472.397;11.730;87.182;1;-20;273.507;472.446;87.378
273.507;472.446;11.700;87.378;1;-20;274.506;472.492;87.573
274.506;472.492;11.670;87.573;1;-20;275.505;472.535;87.767
275.505;472.535;11.640;87.767;1;-20;276.505;472.574;87.961
276.505;472.574;11.610;87.961;1;-20;277.504;472.609;88.155
277.504;472.609;11.580;88.155;1;-20;278.504;472.641;88.348
278.504;472.641;11.550;88.348;1;-20;279.503;472.670;88.540
279.503;472.670;11.520;88.540;1;-20;280.503;472.696;88.732
280.503;472.696;11.490;88.732;1;-20;281.503;472.718;88.924
281.503;472.718;11.460;88.924;1;-20;282.502;472.736;89.115
282.502;472.736;11.430;89.115;1;-20;283.502;472.752;89.305
283.502;472.752;11.400;89.305;1;-20;284.502;472.764;89.495
284.502;472.764;11.370;89.495;1;-20;285.502;472.773;89.685
285.502;472.773;11.340;89.685;1;-20;286.502;472.778;89.874
286.502;472.778;11.310;89.874;1;-20;287.502;472.781;90.062
287.502;472.781;11.280;90.062;1;-20;288.502;472.779;90.250
288.502;472.779;11.250;90.250;1;-20;289.502;472.775;90.438
289.502;472.775;11.220;90.438;1;-20;290.502;472.767;90.625
290.502;472.767;11.190;90.625;1;-20;291.502;472.757;90.811
291.502;472.757;11.160;90.811;1;-20;292.502;472.742;90.997
292.502;472.742;11.130;90.997;1;-20;293.502;472.725;91.183
293.502;472.725;11.100;91.183;1;-20;294.502;472.704;91.368
294.502;472.704;11.070;91.368;1;-20;295.501;472.680;91.552
295.501;472.680;11.040;91.552;1;-20;296.501;472.653;91.736
296.501;472.653;11.010;91.736;1;-20;297.500;472.623;91.920
297.500;472.623;10.980;91.920;1;-20;298.500;472.590;92.103
298.500;472.590;10.950;92.103;1;-20;299.499;472.553;92.285
299.499;472.553;10.920;92.285;1;-20;300.498;472.513;92.467
300.498;472.513;10.890;92.467;1;-20;301.497;472.470;92.649
301.497;472.470;10.860;92.649;1;-20;302.496;472.424;92.830
302.496;472.424;10.830;92.830;1;-20;303.495;472.374;93.010
303.495;472.374;10.800;93.010;1;-20;304.494;472.322;93.190
304.494;472.322;10.770;93.190;1;-20;305.492;472.266;93.370
305.492;472.266;10.740;93.370;1;-20;306.491;472.207;93.549
306.491;472.207;10.710;93.549;1;-20;307.489;472.145;93.727
307.489;472.145;10.680;93.727;1;-20;308.486;472.080;93.905
308.486;472.080;10.650;93.905;1;-20;309.484;472.012;94.083
309.484;472.012;10.620;94.083;1;-20;310.482;471.941;94.260
310.482;471.941;10.590;94.260;1;-20;311.479;471.867;94.436
311.479;471.867;10.560;94.436;1;-20;312.476;471.789;94.612
312.476;471.789;10.530;94.612;1;-20;313.473;471.709;94.788
313.473;471.709;10.500;94.788;1;-20;314.469;471.626;94.963
314.469;471.626;10.470;94.963;1;-20;315.465;471.539;95.137
315.465;471.539;10.440;95.137;1;-20;316.461;471.450;95.311
316.461;471.450;10.410;95.311;1;-20;317.457;471.357;95.485
317.457;471.357;10.380;95.485;1;-20;318.453;471.261;95.658
318.453;471.261;10.350;95.658;1;-20;319.448;471.163;95.830
319.448;471.163;10.320;95.830;1;-20;320.442;471.061;96.002
320.442;471.061;10.290;96.002;1;-20;321.437;470.957;96.174
321.437;470.957;10.260;96.174;1;-20;322.431;470.849;96.345
322.431;470.849;10.230;96.345;1;-20;323.425;470.739;96.515
323.425;470.739;10.200;96.515;1;-20;324.419;470.625;96.685
324.419;470.625;10.170;96.685;1;-20;325.412;470.509;96.855
325.412;470.509;10.140;96.855;1;-20;326.405;470.389;97.024
326.405;470.389;10.110;97.024;1;-20;327.397;470.267;97.192
327.397;470.267;10.080;97.192;1;-20;328.389;470.142;97.360
328.389;470.142;10.050;97.360;1;-20;329.381;470.014;97.528
329.381;470.014;10.020;97.528;1;-20;330.372;469.883;97.695
330.372;469.883;9.990;97.695;1;-20;331.363;469.749;97.861
331.363;469.749;9.960;97.861;1;-20;332.354;469.612;98.027
332.354;469.612;9.930;98.027;1;-20;333.344;469.472;98.193
333.344;469.472;9.900;98.193;1;-20;334.334;469.330;98.358
334.334;469.330;9.870;98.358;1;-20;335.323;469.185;98.522
335.323;469.185;9.840;98.522;1;-20;336.312;469.036;98.686
336.312;469.036;9.810;98.686;1;-20;337.301;468.885;98.850
337.301;468.885;9.780;98.850;1;-20;338.289;468.731;99.013
338.289;468.731;9.750;99.013;1;-20;339.277;468.575;99.175
339.277;468.575;9.720;99.175;1;-20;340.264;468.415;99.337
340.264;468.415;9.690;99.337;1;-20;341.251;468.253;99.499
341.251;468.253;9.660;99.499;1;-20;342.237;468.088;99.660
342.237;468.088;9.630;99.660;1;-20;343.223;467.920;99.820
343.223;467.920;9.600;99.820;1;-20;344.208;467.750;99.980
344.208;467.750;9.570;99.980;1;-20;345.193;467.576;100.140
345.193;467.576;9.540;100.140;1;-20;346.177;467.400;100.299
346.177;467.400;9.510;100.299;1;-20;347.161;467.222;100.457
347.161;467.222;9.480;100.457;1;-20;348.145;467.040;100.615
348.145;467.040;9.450;100.615;1;-20;349.127;466.856;100.773
349.127;466.856;9.420;100.773;1;-20;350.110;466.669;100.930
350.110;466.669;9.390;100.930;1;-20;351.092;466.479;101.086
351.092;466.479;9.360;101.086;1;-20;352.073;466.287;101.242
352.073;466.287;9.330;101.242;1;-20;353.054;466.092;101.398
353.054;466.092;9.300;101.398;1;-20;354.034;465.894;101.553
354.034;465.894;9.270;101.553;1;-20;355.014;465.694;101.707
355.014;465.694;9.240;101.707;1;-20;355.993;465.491;101.861
355.993;465.491;9.210;101.861;1;-20;356.972;465.286;102.015
356.972;465.286;9.180;102.015;1;-20;357.950;465.078;102.168
357.950;465.078;9.150;102.168;1;-20;358.927;464.867;102.320
358.927;464.867;9.120;102.320;1;-20;359.904;464.653;102.472
359.904;464.653;9.090;102.472;1;-20;360.881;464.437;102.624
360.881;464.437;9.060;102.624;1;-20;361.857;464.219;102.775
361.857;464.219;9.030;102.775;1;-20;362.832;463.998;102.925
362.832;463.998;9.000;102.925;1;-20;363.806;463.774;103.075
363.806;463.774;8.970;103.075;1;-20;364.780;463.548;103.225
364.780;463.548;8.940;103.225;1;-20;365.754;463.319;103.374
365.754;463.319;8.910;103.374;1;-20;366.727;463.088;103.522
366.727;463.088;8.880;103.522;1;-20;367.699;462.854;103.670
367.699;462.854;8.850;103.670;1;-20;368.671;462.618;103.818
368.671;462.618;8.820;103.818;1;-20;369.642;462.379;103.965
369.642;462.379;8.790;103.965;1;-20;370.612;462.137;104.111
370.612;462.137;8.760;104.111;1;-20;371.582;461.894;104.257
371.582;461.894;8.730;104.257;1;-20;372.551;461.647;104.403
372.551;461.647;8.700;104.403;1;-20;373.520;461.399;104.548
373.520;461.399;8.670;104.548;1;-20;374.488;461.147;104.692
374.488;461.147;8.640;104.692;1;-20;375.455;460.894;104.836
375.455;460.894;8.610;104.836;1;-20;376.422;460.638;104.980
376.422;460.638;8.580;104.980;1;-20;377.388;460.379;105.123
377.388;460.379;8.550;105.123;1;-20;378.353;460.118;105.265
378.353;460.118;8.520;105.265;1;-20;379.318;459.855;105.407
379.318;459.855;8.490;105.407;1;-20;380.282;459.589;105.549
380.282;459.589;8.460;105.549;1;-20;381.245;459.321;105.690
381.245;459.321;8.430;105.690;1;-20;382.208;459.051;105.830
382.208;459.051;8.400;105.830;1;-20;383.170;458.778;105.970
383.170;458.778;8.370;105.970;1;-20;384.132;458.503;106.110
384.132;458.503;8.340;106.110;1;-20;385.092;458.225;106.249
385.092;458.225;8.310;106.249;1;-20;386.052;457.946;106.387
386.052;457.946;8.280;106.387;1;-20;387.012;457.663;106.525
387.012;457.663;8.250;106.525;1;-20;387.970;457.379;106.663
387.970;457.379;8.220;106.663;1;-20;388.928;457.092;106.800
388.928;457.092;8.190;106.800;1;-20;389.886;456.803;106.936
389.886;456.803;8.160;106.936;1;-20;390.842;456.512;107.072
390.842;456.512;8.130;107.072;1;-20;391.798;456.218;107.208
391.798;456.218;8.100;107.208;1;-20;392.754;455.923;107.343
392.754;455.923;8.070;107.343;1;-20;393.708;455.624;107.477
393.708;455.624;8.040;107.477;1;-20;394.662;455.324;107.611
394.662;455.324;8.010;107.611;1;-20;395.615;455.022;107.745
395.615;455.022;7.980;107.745;1;-20;396.567;454.717;107.878
396.567;454.717;7.950;107.878;1;-20;397.519;454.410;108.010
397.519;454.410;7.920;108.010;1;-20;398.470;454.101;108.142
398.470;454.101;7.890;108.142;1;-20;399.420;453.789;108.274
399.420;453.789;7.860;108.274;1;-20;400.370;453.476;108.405
400.370;453.476;7.830;108.405;1;-20;401.319;453.160;108.535
401.319;453.160;7.800;108.535;1;-20;402.267;452.842;108.665
402.267;452.842;7.770;108.665;1;-20;403.214;452.522;108.795
403.214;452.522;7.740;108.795;1;-20;404.161;452.200;108.924
404.161;452.200;7.710;108.924;1;-20;405.107;451.875;109.052
405.107;451.875;7.680;109.052;1;-20;406.052;451.549;109.180
406.052;451.549;7.650;109.180;1;-20;406.997;451.220;109.308
406.997;451.220;7.620;109.308;1;-20;407.941;450.890;109.435
407.941;450.890;7.590;109.435;1;-20;408.884;450.557;109.561
408.884;450.557;7.560;109.561;1;-20;409.826;450.222;109.687
409.826;450.222;7.530;109.687;1;-20;410.767;449.885;109.813
410.767;449.885;7.500;109.813;1;-20;411.708;449.546;109.938
411.708;449.546;7.470;109.938;1;-20;412.648;449.205;110.062
412.648;449.205;7.440;110.062;1;-20;413.588;448.862;110.186
413.588;448.862;7.410;110.186;1;-20;414.526;448.517;110.310
414.526;448.517;7.380;110.310;1;-20;415.464;448.170;110.433
415.464;448.170;7.350;110.433;1;-20;416.401;447.821;110.555
416.401;447.821;7.320;110.555;1;-20;417.337;447.470;110.677
417.337;447.470;7.290;110.677;1;-20;418.273;447.117;110.799
418.273;447.117;7.260;110.799;1;-20;419.208;446.762;110.920
419.208;446.762;7.230;110.920;1;-20;420.142;446.405;111.040
420.142;446.405;7.200;111.040;1;-20;421.075;446.046;111.160
421.075;446.046;7.170;111.160;1;-20;422.008;445.685;111.280
422.008;445.685;7.140;111.280;1;-20;422.940;445.322;111.399
422.940;445.322;7.110;111.399;1;-20;423.871;444.957;111.517
423.871;444.957;7.080;111.517;1;-20;424.801;444.590;111.635
424.801;444.590;7.050;111.635;1;-20;425.730;444.221;111.753
425.730;444.221;7.020;111.753;1;-20;426.659;443.851;111.870
426.659;443.851;6.990;111.870;1;-20;427.587;443.478;111.986
427.587;443.478;6.960;111.986;1;-20;428.515;443.104;112.102
428.515;443.104;6.930;112.102;1;-20;429.441;442.728;112.218
429.441;442.728;6.900;112.218;1;-20;430.367;442.350;112.333
430.367;442.350;6.870;112.333;1;-20;431.292;441.970;112.447
431.292;441.970;6.840;112.447;1;-20;432.216;441.588;112.561
432.216;441.588;6.810;112.561;1;-20;433.140;441.204;112.675
433.140;441.204;6.780;112.675;1;-20;434.062;440.819;112.788
434.062;440.819;6.750;112.788;1;-20;434.984;440.431;112.900
434.984;440.431;6.720;112.900;1;-20;435.905;440.042;113.012
435.905;440.042;6.690;113.012;1;-20;436.826;439.651;113.124
436.826;439.651;6.660;113.124;1;-20;437.745;439.258;113.235
437.745;439.258;6.630;113.235;1;-20;438.664;438.864;113.345
438.664;438.864;6.600;113.345;1;-20;439.582;438.468;113.455
439.582;438.468;6.570;113.455;1;-20;440.500;438.070;113.565
440.500;438.070;6.540;113.565;1;-20;441.416;437.670;113.674
441.416;437.670;6.510;113.674;1;-20;442.332;437.268;113.782
442.332;437.268;6.480;113.782;1;-20;443.247;436.865;113.890
443.247;436.865;6.450;113.890;1;-20;444.162;436.460;113.998
444.162;436.460;6.420;113.998;1;-20;445.075;436.053;114.105
445.075;436.053;6.390;114.105;1;-20;445.988;435.645;114.211
445.988;435.645;6.360;114.211;1;-20;446.900;435.235;114.317
446.900;435.235;6.330;114.317;1;-20;447.811;434.823;114.423
447.811;434.823;6.300;114.423;1;-20;448.722;434.410;114.528
448.722;434.410;6.270;114.528;1;-20;449.632;433.994;114.632
449.632;433.994;6.240;114.632;1;-20;450.541;433.578;114.736
450.541;433.578;6.210;114.736;1;-20;451.449;433.159;114.840
451.449;433.159;6.180;114.840;1;-20;452.356;432.739;114.943
452.356;432.739;6.150;114.943;1;-20;453.263;432.317;115.045
453.263;432.317;6.120;115.045;1;-20;454.169;431.894;115.147
454.169;431.894;6.090;115.147;1;-20;455.074;431.469;115.249
455.074;431.469;6.060;115.249;1;-20;455.979;431.043;115.350
455.979;431.043;6.030;115.350;1;-20;456.882;430.614;115.450
456.882;430.614;6.000;115.450;1;-20;457.785;430.185;115.550
457.785;430.185;5.970;115.550;1;-20;458.688;429.753;115.650
458.688;429.753;5.940;115.650;1;-20;459.589;429.320;115.749
459.589;429.320;5.910;115.749;1;-20;460.490;428.886;115.847
460.490;428.886;5.880;115.847;1;-20;461.390;428.450;115.945
461.390;428.450;5.850;115.945;1;-20;462.289;428.013;116.043
462.289;428.013;5.820;116.043;1;-20;463.187;427.574;116.140
463.187;427.574;5.790;116.140;1;-20;464.085;427.133;116.236
464.085;427.133;5.760;116.236;1;-20;464.982;426.691;116.332
464.982;426.691;5.730;116.332;1;-20;465.878;426.247;116.428
465.878;426.247;5.700;116.428;1;-20;466.774;425.802;116.523
466.774;425.802;5.670;116.523;1;-20;467.669;425.356;116.617
467.669;425.356;5.640;116.617;1;-20;468.563;424.908;116.711
468.563;424.908;5.610;116.711;1;-20;469.456;424.458;116.805
469.456;424.458;5.580;116.805;1;-20;470.348;424.007;116.898
470.348;424.007;5.550;116.898;1;-20;471.240;423.555;116.990
471.240;423.555;5.520;116.990;1;-20;472.131;423.101;117.082
472.131;423.101;5.490;117.082;1;-20;473.022;422.646;117.174
473.022;422.646;5.460;117.174;1;-20;473.911;422.189;117.265
473.911;422.189;5.430;117.265;1;-20;474.800;421.731;117.355
474.800;421.731;5.400;117.355;1;-20;475.688;421.271;117.445
475.688;421.271;5.370;117.445;1;-20;476.576;420.810;117.535
476.576;420.810;5.340;117.535;1;-20;477.463;420.348;117.624
477.463;420.348;5.310;117.624;1;-20;478.349;419.884;117.712
478.349;419.884;5.280;117.712;1;-20;479.234;419.419;117.800
479.234;419.419;5.250;117.800;1;-20;480.118;418.953;117.888
480.118;418.953;5.220;117.888;1;-20;481.002;418.485;117.975
481.002;418.485;5.190;117.975;1;-20;481.885;418.016;118.061
481.885;418.016;5.160;118.061;1;-20;482.768;417.546;118.147
482.768;417.546;5.130;118.147;1;-20;483.650;417.074;118.233
483.650;417.074;5.100;118.233;1;-20;484.531;416.601;118.318
484.531;416.601;5.070;118.318;1;-20;485.411;416.127;118.402
485.411;416.127;5.040;118.402;1;-20;486.291;415.651;118.486
486.291;415.651;5.010;118.486;1;-20;487.170;415.174;118.570
487.170;415.174;4.980;118.570;1;-20;488.048;414.696;118.653
488.048;414.696;4.950;118.653;1;-20;488.925;414.216;118.735
488.925;414.216;4.920;118.735;1;-20;489.802;413.736;118.817
489.802;413.736;4.890;118.817;1;-20;490.678;413.253;118.899
490.678;413.253;4.860;118.899;1;-20;491.554;412.770;118.980
491.554;412.770;4.830;118.980;1;-20;492.429;412.286;119.060
492.429;412.286;4.800;119.060;1;-20;493.303;411.800;119.140
493.303;411.800;4.770;119.140;1;-20;494.176;411.313;119.220
494.176;411.313;4.740;119.220;1;-20;495.049;410.825;119.299
495.049;410.825;4.710;119.299;1;-20;495.921;410.335;119.377
495.921;410.335;4.680;119.377;1;-20;496.792;409.845;119.455
496.792;409.845;4.650;119.455;1;-20;497.663;409.353;119.533
497.663;409.353;4.620;119.533;1;-20;498.533;408.860;119.610
498.533;408.860;4.590;119.610;1;-20;499.403;408.366;119.686
499.403;408.366;4.560;119.686;1;-20;500.271;407.871;119.762
500.271;407.871;4.530;119.762;1;-20;501.139;407.375;119.838
501.139;407.375;4.500;119.838;1;-20;502.007;406.877;119.913
502.007;406.877;4.470;119.913;1;-20;502.874;406.378;119.987
502.874;406.378;4.440;119.987;1;-20;503.740;405.878;120.061
503.740;405.878;4.410;120.061;1;-20;504.605;405.378;120.135
504.605;405.378;4.380;120.135;1;-20;505.470;404.875;120.208
